;image_id;sim_id;coldef_type;is_correct;resp_time;observer_id;observer_coldef_type;session_id;filepath
0;14;2;1;True;0.6840186715126038;10;2;4;images/0140000000.png
1;14;4;2;True;0.6839357018470764;10;2;4;images/0140000000.png
2;20;99;1;True;0.800704300403595;10;2;4;images/0200000000.png
3;17;4;1;True;0.6671186089515686;10;2;4;images/0170000000.png
4;52;4;2;True;1.1843056678771973;10;2;4;images/0520000000.png
5;6;1;1;False;0.7673429846763611;10;2;4;images/0060000000.png
6;85;4;1;True;0.6339304447174072;10;2;4;images/0850000000.png
7;74;2;1;True;0.7673078775405884;10;2;4;images/0740000000.png
8;21;2;1;True;0.8006859421730042;10;2;4;images/0210000000.png
9;5;3;2;True;1.1510037183761597;10;2;4;images/0050000000.png
10;68;2;1;True;0.8006761074066162;10;2;4;images/0680000000.png
11;6;4;1;False;0.6338812708854675;10;2;4;images/0060000000.png
12;8;4;2;True;1.9348926544189453;10;2;4;images/0080000000.png
13;10;2;1;True;1.584737777709961;10;2;4;images/0100000000.png
14;11;2;1;True;0.7673574686050415;10;2;4;images/0110000000.png
15;77;3;2;True;2.0349245071411133;10;2;4;images/0770000000.png
16;52;3;2;True;1.050908088684082;10;2;4;images/0520000000.png
17;19;1;1;True;0.9507817029953003;10;2;4;images/0190000000.png
18;58;2;2;True;0.8009254336357117;10;2;4;images/0580000000.png
19;18;4;2;False;1.3846149444580078;10;2;4;images/0180000000.png
20;83;4;2;True;1.117728352546692;10;2;4;images/0830000000.png
21;49;1;1;True;0.9175127148628235;10;2;4;images/0490000000.png
22;5;2;2;True;1.0675653219223022;10;2;4;images/0050000000.png
23;17;4;2;True;0.8342718482017517;10;2;4;images/0170000000.png
24;7;3;1;True;3.519441843032837;10;2;4;images/0070000000.png
25;7;2;2;True;1.3177579641342163;10;2;4;images/0070000000.png
26;28;3;2;True;0.5338412523269653;10;2;4;images/0280000000.png
27;6;99;1;False;0.86765456199646;10;2;4;images/0060000000.png
28;52;99;1;True;0.9676077961921692;10;2;4;images/0520000000.png
29;3;2;2;True;1.2176858186721802;10;2;4;images/0030000000.png
30;19;4;2;True;0.9007464647293091;10;2;4;images/0190000000.png
31;5;1;1;True;1.0177340507507324;10;2;4;images/0050000000.png
32;4;4;2;True;1.2344118356704712;10;2;4;images/0040000000.png
33;74;4;2;True;1.5012590885162354;10;2;4;images/0740000000.png
34;16;2;1;True;1.0175360441207886;10;2;4;images/0160000000.png
35;12;4;2;True;0.9341052770614624;10;2;4;images/0120000000.png
36;13;1;1;True;0.7506682872772217;10;2;4;images/0130000000.png
37;52;3;1;True;1.367794394493103;10;2;4;images/0520000000.png
38;27;3;2;True;1.0677188634872437;10;2;4;images/0270000000.png
39;77;99;1;True;0.8674646615982056;10;2;4;images/0770000000.png
40;9;4;2;True;2.301971197128296;10;2;4;images/0090000000.png
41;71;4;2;False;0.9010078310966492;10;2;4;images/0710000000.png
42;11;1;1;True;0.8340566754341125;10;2;4;images/0110000000.png
43;1;2;1;True;0.7840689420700073;10;2;4;images/0010000000.png
44;77;4;1;False;3.335954427719116;10;2;4;images/0770000000.png
45;2;1;1;True;1.7514923810958862;10;2;4;images/0020000000.png
46;26;1;2;True;0.984175980091095;10;2;4;images/0260000000.png
47;3;4;1;True;0.7672826647758484;10;2;4;images/0030000000.png
48;28;4;1;True;0.8174012303352356;10;2;4;images/0280000000.png
49;3;1;2;True;0.9342340230941772;10;2;4;images/0030000000.png
50;71;2;2;False;0.750669538974762;10;2;4;images/0710000000.png
51;41;99;1;True;0.5672265291213989;10;2;4;images/0410000000.png
52;30;4;1;True;0.9842302799224854;10;2;4;images/0300000000.png
53;41;1;1;True;1.0675575733184814;10;2;4;images/0410000000.png
54;1;3;2;True;1.1845349073410034;10;2;4;images/0010000000.png
55;12;1;1;True;1.2843884229660034;10;2;4;images/0120000000.png
56;2;1;2;True;0.7508431673049927;10;2;4;images/0020000000.png
57;85;3;1;True;0.7339580655097961;10;2;4;images/0850000000.png
58;56;3;2;True;0.8508579730987549;10;2;4;images/0560000000.png
59;12;3;1;True;1.2510172128677368;10;2;4;images/0120000000.png
60;52;2;2;True;1.051050066947937;10;2;4;images/0520000000.png
61;31;4;2;True;1.951695203781128;10;2;4;images/0310000000.png
62;21;3;1;True;0.6505225896835327;10;2;4;images/0210000000.png
63;29;99;1;True;0.6839194297790527;10;2;4;images/0290000000.png
64;49;3;2;True;0.9841815233230591;10;2;4;images/0490000000.png
65;85;2;1;True;0.7674447298049927;10;2;4;images/0850000000.png
66;15;1;1;True;1.4847029447555542;10;2;4;images/0150000000.png
67;49;99;1;True;0.5839055180549622;10;2;4;images/0490000000.png
68;10;3;1;True;0.934416651725769;10;2;4;images/0100000000.png
69;68;1;2;True;0.7172825336456299;10;2;4;images/0680000000.png
70;30;3;1;True;0.9009103178977966;10;2;4;images/0300000000.png
71;20;1;1;True;1.000823736190796;10;2;4;images/0200000000.png
72;2;4;1;True;2.619048595428467;10;2;4;images/0020000000.png
73;31;1;2;True;0.9841905236244202;10;2;4;images/0310000000.png
74;13;1;2;True;0.6005934476852417;10;2;4;images/0130000000.png
75;52;4;1;True;0.8007355332374573;10;2;4;images/0520000000.png
76;22;1;2;False;1.4845545291900635;10;2;4;images/0220000000.png
77;83;2;2;True;0.767564058303833;10;2;4;images/0830000000.png
78;74;1;2;False;2.719088315963745;10;2;4;images/0740000000.png
79;16;3;2;True;1.6179866790771484;10;2;4;images/0160000000.png
80;18;2;1;True;2.5854310989379883;10;2;4;images/0180000000.png
81;25;3;2;False;2.9856908321380615;10;2;4;images/0250000000.png
82;15;99;1;True;1.6182668209075928;10;2;4;images/0150000000.png
83;41;1;2;True;0.6005318760871887;10;2;4;images/0410000000.png
84;6;3;2;True;0.7339991331100464;10;2;4;images/0060000000.png
85;14;3;2;True;0.7006270885467529;10;2;4;images/0140000000.png
86;77;1;2;False;2.868910312652588;10;2;4;images/0770000000.png
87;17;3;1;True;0.9341035485267639;10;2;4;images/0170000000.png
88;2;2;2;False;2.502020835876465;10;2;4;images/0020000000.png
89;4;3;2;False;0.9677536487579346;10;2;4;images/0040000000.png
90;18;99;1;True;0.917438268661499;10;2;4;images/0180000000.png
91;29;3;1;False;2.2685112953186035;10;2;4;images/0290000000.png
92;17;99;1;True;0.8008775115013123;10;2;4;images/0170000000.png
93;26;2;2;True;1.9515900611877441;10;2;4;images/0260000000.png
94;16;99;1;True;0.9841537475585938;10;2;4;images/0160000000.png
95;18;4;1;True;3.6862123012542725;10;2;4;images/0180000000.png
96;4;3;1;False;3.0191261768341064;10;2;4;images/0040000000.png
97;29;2;2;True;0.7174232602119446;10;2;4;images/0290000000.png
98;41;3;2;True;1.0842434167861938;10;2;4;images/0410000000.png
99;16;3;1;True;0.7675319910049438;10;2;4;images/0160000000.png
100;10;3;2;True;2.5187771320343018;10;2;4;images/0100000000.png
101;21;1;1;True;0.9509330987930298;10;2;4;images/0210000000.png
102;14;2;2;True;0.7006155252456665;10;2;4;images/0140000000.png
103;8;99;1;True;0.8174141049385071;10;2;4;images/0080000000.png
104;71;1;1;True;0.8841599225997925;10;2;4;images/0710000000.png
105;15;2;2;True;1.5679296255111694;10;2;4;images/0150000000.png
106;10;1;2;True;1.1844950914382935;10;2;4;images/0100000000.png
107;1;1;2;True;1.8348937034606934;10;2;4;images/0010000000.png
108;71;1;2;False;0.6839156150817871;10;2;4;images/0710000000.png
109;2;4;2;False;1.784900426864624;10;2;4;images/0020000000.png
110;49;2;2;True;0.800738513469696;10;2;4;images/0490000000.png
111;3;2;1;True;0.8507189750671387;10;2;4;images/0030000000.png
112;23;99;1;True;0.7674567103385925;10;2;4;images/0230000000.png
113;49;1;2;True;1.2343729734420776;10;2;4;images/0490000000.png
114;77;2;1;False;1.5679638385772705;10;2;4;images/0770000000.png
115;24;4;2;True;0.8341272473335266;10;2;4;images/0240000000.png
116;58;3;2;True;1.0009217262268066;10;2;4;images/0580000000.png
117;68;2;2;True;2.018303871154785;10;2;4;images/0680000000.png
118;22;4;2;False;2.401972770690918;10;2;4;images/0220000000.png
119;7;1;2;True;1.8681960105895996;10;2;4;images/0070000000.png
120;41;3;1;True;1.117677927017212;10;2;4;images/0410000000.png
121;24;3;2;True;1.5012121200561523;10;2;4;images/0240000000.png
